640, 480
640, 426
640, 428
640, 425
481, 640
640, 478
381, 500
640, 488
480, 640
640, 426
427, 640
565, 640
640, 426
500, 375
612, 612
640, 425
512, 640
640, 480
640, 427
640, 640
424, 640
500, 238
640, 426
640, 481
425, 640
500, 375
640, 427
640, 480
640, 425
640, 427
500, 500
542, 640
640, 480
500, 333
433, 640
480, 640
480, 640
576, 640
500, 280
640, 427
500, 330
427, 640
640, 426
640, 427
640, 480
427, 640
500, 333
640, 468
469, 640
640, 429
640, 393
640, 427
640, 334
640, 491
640, 468
500, 332
500, 325
640, 480
640, 425
640, 423
640, 480
480, 640
500, 333
640, 425
511, 640
640, 425
529, 640
640, 425
640, 427
640, 426
640, 440
428, 640
640, 480
640, 428
640, 480
480, 640
640, 480
599, 640
640, 427
640, 427
640, 480
640, 480
640, 480
640, 480
640, 429
500, 375
640, 480
427, 640
640, 427
640, 480
428, 640
640, 427
640, 480
480, 640
426, 640
640, 427
640, 456
427, 640
640, 480
640, 480
640, 480
478, 640
427, 640
640, 426
500, 496
428, 640
640, 427
640, 427
640, 480
640, 611
640, 427
423, 640
500, 375
640, 480
500, 332
612, 612
612, 612
640, 427
640, 480
640, 480
640, 480
640, 480
482, 500
640, 278
640, 426
500, 388
500, 375
602, 640
480, 640
480, 640
480, 640
612, 612
374, 500
500, 357
640, 338
640, 428
640, 480
640, 427
640, 360
640, 238
640, 427
640, 480
640, 481
640, 359
640, 427
640, 480
400, 261
640, 434
500, 333
640, 427
640, 480
500, 400
640, 640
640, 428
640, 480
640, 480
640, 368
640, 480
640, 443
640, 480
640, 464
640, 428
640, 480
640, 480
640, 408
640, 428
427, 640
640, 480
513, 640
640, 480
640, 480
640, 480
640, 428
640, 480
480, 640
640, 478
525, 525
422, 640
640, 480
640, 479
640, 480
640, 480
500, 331
500, 333
640, 479
640, 425
640, 479
375, 500
640, 427
427, 640
640, 640
640, 427
640, 480
640, 425
480, 640
640, 564
640, 425
500, 375
640, 480
480, 384
500, 375
640, 426
500, 333
640, 423
640, 430
640, 480
640, 427
512, 640
640, 427
640, 480
500, 375
640, 426
500, 375
640, 424
640, 427
612, 612
640, 241
640, 428
640, 427
640, 379
500, 375
640, 480
640, 427
640, 480
640, 427
640, 480
500, 375
480, 640
500, 375
640, 426
640, 425
538, 640
500, 390
640, 423
640, 457
640, 512
640, 427
426, 640
640, 480
500, 338
640, 520
640, 424
640, 398
357, 500
640, 563
640, 428
640, 464
424, 640
428, 640
640, 401
480, 640
640, 427
640, 480
431, 640
640, 500
354, 640
552, 640
500, 375
640, 224
640, 427
640, 512
640, 428
500, 375
640, 429
500, 435
428, 640
640, 362
640, 425
640, 424
640, 448
375, 500
427, 640
427, 640
640, 480
640, 480
419, 500
370, 640
333, 500
640, 427
640, 427
500, 375
640, 480
640, 480
333, 500
428, 640
640, 480
640, 441
428, 640
640, 478
480, 640
640, 480
640, 426
640, 480
427, 640
640, 480
640, 480
640, 480
640, 426
333, 500
640, 480
640, 526
640, 384
480, 640
640, 456
500, 375
640, 480
640, 426
640, 428
427, 640
612, 612
640, 541
640, 480
500, 333
640, 480
640, 436
640, 482
640, 427
640, 537
640, 426
480, 356
640, 427
640, 480
640, 427
640, 480
480, 640
640, 427
640, 427
640, 496
640, 480
640, 478
640, 471
500, 375
640, 480
500, 351
640, 427
640, 480
427, 640
640, 427
640, 427
640, 426
640, 427
549, 640
640, 640
480, 640
640, 480
640, 425
640, 404
640, 457
587, 640
640, 425
612, 612
427, 640
500, 334
640, 383
640, 480
400, 300
500, 375
640, 427
640, 479
640, 427
640, 639
457, 640
640, 432
426, 640
333, 500
640, 480
640, 480
640, 480
640, 640
640, 427
428, 640
640, 457
427, 640
375, 500
640, 480
333, 500
640, 427
480, 640
640, 480
600, 400
640, 425
640, 427
640, 480
512, 640
640, 480
640, 512
640, 427
640, 427
640, 451
612, 612
640, 360
640, 426
640, 424
480, 640
429, 640
640, 480
640, 230
640, 426
640, 359
640, 480
602, 640
640, 428
640, 376
640, 320
612, 612
640, 428
640, 482
640, 480
427, 640
640, 480
640, 426
640, 480
640, 480
640, 427
640, 427
640, 427
640, 480
640, 536
640, 426
640, 480
450, 640
640, 427
324, 432
640, 505
500, 375
500, 375
480, 640
426, 640
640, 509
640, 457
640, 427
640, 427
640, 425
640, 480
640, 480
640, 480
500, 334
500, 375
640, 427
640, 428
640, 571
427, 640
640, 480
612, 612
500, 333
640, 425
640, 544
640, 480
640, 480
640, 426
640, 428
427, 640
480, 640
575, 408
640, 480
500, 375
480, 640
500, 333
640, 427
480, 640
640, 414
640, 296
640, 427
480, 640
500, 376
640, 480
640, 431
640, 425
640, 480
640, 480
427, 640
425, 640
448, 640
640, 481
428, 640
640, 480
640, 480
640, 480
640, 427
640, 359
640, 513
480, 640
640, 480
640, 366
640, 490
640, 480
501, 640
640, 424
640, 427
640, 425
640, 427
640, 394
640, 480
500, 308
640, 524
640, 427
640, 427
500, 333
640, 511
425, 640
640, 480
640, 427
640, 480
640, 480
640, 427
640, 427
640, 428
640, 439
640, 424
640, 360
640, 480
640, 428
640, 480
640, 427
640, 427
640, 480
640, 480
640, 368
640, 427
640, 426
640, 480
640, 411
640, 482
640, 480
640, 477
480, 640
480, 640
640, 480
640, 425
490, 640
640, 427
640, 640
640, 428
640, 427
640, 427
426, 640
640, 480
640, 477
640, 480
339, 500
640, 425
640, 449
480, 640
426, 640
612, 612
631, 640
480, 640
640, 478
612, 612
640, 426
500, 333
613, 640
640, 480
602, 415
640, 298
640, 427
640, 480
640, 480
640, 426
640, 401
